NU_NUMERO_CONTRATO;DT_DATA_ASSINATURA;NU_VALOR_FINANCIAMENTO;NU_TAXA_JUROS;NU_PRAZO_CARENCIA;NO_NOME_MUTUARIO;NU_CPF;NU_NUMERO_IDENTIDADE;DT_DATA_NASCIMENTO;NO_ESTADO_CIVIL;NO_SEXO;NO_UF;NO_MUNICIPIO;NO_ENDERECO;NU_CEP
120201;11/11/2022;67757.00;45.000;30;JOHNNY ;11047648457;6728914;18/01/1967;solteiro;M;PR;PONTA GROSSA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;76772652
147235;26/12/2020;44343.86;45.000;45;EDSON ;10323407887;6647281;29/04/1996;casado;M;SP;SAO MANUEL;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;43065063
146818;19/11/2020;87660.00;60.000;9;MARIA ;11310430949;1207047;05/12/1980;solteiro;M;BA;VITORIA DA CONQUISTA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;98047141
101671;11/11/2020;84515.32;45.000;13;FRANCISCO ;10851070374;3360294;18/10/1954;solteiro;M;RS;SAPUCAIA DO SUL;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;16635468
114469;23/05/2020;67040.00;50.000;50;CRISTIANE ;10755017399;6412736;10/06/1968;solteiro;F;RS;PORTO ALEGRE;R CARLOS TASSO RODRIGUES DA CUNHA, 0;12291042
136562;31/03/2020;62636.45;50.000;11;BENEDITA ;10436566411;5572143;28/03/1979;divorciado;M;MT;BARRA DO GARCAS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;89536597
116122;29/07/2022;53000.00;45.000;3;ZULEIDE ;11100090698;5783487;15/08/1985;solteiro;M;RS;SAO LEOPOLDO;R CARLOS TASSO RODRIGUES DA CUNHA, 0;97054399
180027;22/07/2021;58639.00;50.000;31;JESSICA ;10663418759;5260727;25/08/1964;solteiro;F;SP;GUARULHOS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;30737198
125352;19/03/2024;80000.00;60.000;37;RAFAEL ;11340503634;2793301;24/01/1985;casado;F;GO;GOIANIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;62155268
105334;12/01/2023;69534.00;45.000;36;RAFAEL ;11234018995;5855412;21/05/1973;solteiro;M;ES;SERRA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;86308419
104138;02/11/2021;67133.00;50.000;49;MARIA ;10073089748;3977892;17/11/1966;solteiro;F;SP;CAMPINAS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;94682463
174501;09/09/2022;80085.79;45.000;48;EDILSON ;10852522160;6997797;02/12/1982;divorciado;M;SP;SOROCABA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;68978831
158987;08/07/2020;92468.24;45.000;38;ANTONIO ;10240348350;6464473;07/01/1959;solteiro;M;RJ;RIO DE JANEIRO;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;68851410
186171;11/08/2020;63523.00;45.000;23;ALAN ;11289188617;4856028;09/09/1978;divorciado;M;RS;CARAZINHO;R CARLOS TASSO RODRIGUES DA CUNHA, 0;42857376
164623;14/03/2022;62683.54;50.000;19;GEORGE ;11029275315;5877182;20/12/1951;casado;M;MG;BELO HORIZONTE;R RUA ANTONIO BORGES DE ARAUJO SN BLC 2;40456829
144517;06/01/2022;73850.64;45.000;19;JAMILA ;10048938694;2559375;28/03/1978;casado;F;SP;GUARULHOS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;63685862
150203;15/01/2023;59121.00;45.000;9;LAELIA ;10243089770;2675047;23/03/1971;casado;F;MA;SAO LUIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;12045625
184972;14/04/2023;69022.01;45.000;23;MILENA ;10789405897;7340135;29/03/1968;solteiro;F;ES;CACHOEIRO DE ITAPEMIRIM;R CARLOS TASSO RODRIGUES DA CUNHA, 0;94174645
116306;02/11/2021;88788.00;55.000;21;VERONICA ;11101150105;5233012;27/10/1984;solteiro;M;DF;BRASILIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, S/, 0;89513818
129838;28/04/2022;57040.00;50.000;36;AMANDA ;10215309195;3878444;05/05/1995;solteiro;F;MA;SAO LUIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;95359635
193064;07/11/2023;90113.00;45.000;30;JEANA ;11291218516;3569605;05/02/2000;solteiro;M;PB;JOAO PESSOA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;34049478
153573;05/09/2022;23262.43;50.000;30;LUCIA ;11151327335;2230975;30/04/1965;solteiro;F;PI;PARNAIBA;R RUA CARLOS RODRIGUES DA CUNHA, 0;28557237
163688;01/10/2021;43654.03;45.000;34;JAINA ;11657242521;4992456;26/06/1995;divorciado;F;SP;TAUBATE;R RUA CARLOS TASSO RODRIGUES DA CUNHA BLC, 0;61795481
112736;11/11/2022;52381.41;50.000;21;MARCELO ;10926971855;1747535;11/06/1996;solteiro;F;RJ;DUQUE DE CAXIAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;81047441
104198;03/11/2020;53500.00;45.000;40;RAMAIANA ;10869912797;1354735;13/10/1981;divorciado;M;RJ;DUQUE DE CAXIAS;R RUA ANTONIO BORGES DE ARAUJO 0;73593733
159790;20/06/2020;74942.00;45.000;25;MARIA ;10222622773;5895951;04/05/1980;divorciado;M;MG;GOVERNADOR VALADARES;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;86068617
170697;29/12/2022;44238.00;50.000;23;PAULO ;11203340721;8975476;25/06/1951;solteiro;M;MT;CUIABA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;21240593
132793;14/08/2021;75235.95;55.000;4;ADRIANA ;10100876547;6126659;14/01/1987;solteiro;F;SP;GUARULHOS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;69705985
161521;05/12/2021;55800.00;50.000;10;THAYNA ;11074238273;2616118;23/10/1965;divorciado;M;GO;GOIATUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, S/, 0;20652114
141932;14/10/2022;55048.16;45.000;19;MARIA ;11866187324;4011424;11/08/1996;solteiro;F;CE;CAUCAIA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;80235859
124162;21/01/2020;42991.00;50.000;7;JADYLA ;11065679071;3723695;05/01/1997;divorciado;M;GO;GOIATUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;67661495
198517;24/05/2022;81101.39;45.000;37;RAIMUNDA ;11449614122;2482190;17/11/1961;solteiro;F;SC;SAO JOSE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;14399292
109884;22/03/2021;67680.07;50.000;18;TIAGO ;11544793894;1256345;25/02/1963;divorciado;M;AL;SATUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;83075064
178799;08/10/2023;89093.49;50.000;12;FRANCISCO ;11479366875;2656403;29/11/1970;solteiro;M;SP;OSASCO;R RUA ANTONIO BORGES DE ARAUJO 4;86721540
175239;19/06/2020;66403.00;45.000;37;KAROLINE ;11575107960;8134519;23/04/1993;divorciado;M;SP;PRESIDENTE PRUDENTE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;56682132
127568;20/07/2020;69600.00;50.000;47;LUCILEIDE ;10109532066;9303488;27/01/1952;solteiro;M;RS;CACHOEIRINHA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;21323042
191590;29/12/2023;82347.25;55.000;15;TIAGO ;10649913940;3615171;28/01/1983;divorciado;M;MG;UBERABA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;72365982
195096;16/11/2020;131120.00;66.600;11;LARA ;11412255523;7674829;04/02/1992;divorciado;M;SP;CAMPINAS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;21965842
141956;13/09/2022;60913.00;50.000;35;MARCELO ;11838593501;4110965;16/06/1986;casado;M;RN;SAO GONCALO DO AMARANTE;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;63249810
165872;15/02/2022;71992.80;45.000;32;KEILA ;10056983878;9451426;19/02/1998;divorciado;M;SP;JUNDIAI;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;40012045
131332;13/07/2022;58055.58;45.000;18;SAMARA ;10770186829;6092375;14/10/1975;divorciado;M;RN;SAO GONCALO DO AMARANTE;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;26402174
113652;19/08/2023;70402.85;45.000;35;ERSON ;10118705026;5859813;10/02/1976;solteiro;M;SP;TABOAO DA SERRA;R RUA ANTONIO BORGES DE ARAUJO SN BLC 1;16192049
123752;20/10/2023;54126.52;45.000;50;ELIZIANE ;11701189560;5224063;06/06/1998;divorciado;M;PR;SAO JOAO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;89936421
187385;04/08/2020;51843.19;50.000;3;AMANDA ;10809317621;3350630;16/06/1997;divorciado;M;RS;PELOTAS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;39887007
101724;22/08/2021;111522.53;55.000;49;GILMARA ;10286203372;5714446;16/08/1960;solteiro;F;SP;CAJAMAR;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;28983818
192562;29/12/2022;68027.39;45.000;2;SAMARA ;10515124743;2937614;29/09/1976;divorciado;F;RN;NATAL;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;72696341
180536;24/07/2020;24959.83;50.000;17;LAYANNE ;10869439924;6074444;12/02/1958;divorciado;F;MG;UBERLANDIA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;25944786
190235;04/08/2022;71977.60;50.000;44;TACIO ;12010205564;3450911;31/07/1982;divorciado;F;RS;SANTO ANGELO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;78843242
103074;30/08/2022;60899.66;45.000;5;EDSON ;10986316689;8100528;25/04/1985;divorciado;M;SP;SOROCABA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;75330727
129236;26/07/2022;53955.01;45.000;37;CLEIDIVAN ;10698555156;1143316;29/07/1987;divorciado;M;MG;ARAGUARI;R RUA CARLOS TASSO RODRIGUES DA CUNHA BLC, 0;45648388
164352;06/02/2022;26115.31;45.000;44;IARA ;11187526646;3377160;29/01/1954;solteiro;M;PR;PATO BRANCO;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;47192906
186041;07/10/2022;73600.00;45.000;47;ANTONIA ;10094842044;2093933;05/10/1963;solteiro;M;MA;PACO DO LUMIAR;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;18081449
142838;17/11/2022;66440.00;45.000;20;MIRIAN ;10606875501;1479241;11/02/1976;divorciado;M;MG;PASSOS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;76074888
165063;10/04/2021;24959.83;45.000;24;ANTONIO ;11880701108;8403281;30/12/1976;solteiro;F;MG;UBERLANDIA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;57204753
152705;03/09/2022;109330.57;55.000;48;ROSANE ;11741029405;6002437;19/12/1956;solteiro;M;MG;BELO HORIZONTE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;95662667
120197;05/06/2021;20000.00;45.000;0;LENILSON ;11055250942;4719727;16/06/1969;solteiro;F;RS;VERA CRUZ;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;77316560
178805;23/01/2023;84600.00;55.000;23;TAMYRES ;11598412550;8312427;12/11/1975;divorciado;M;MG;UBERLANDIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;26714247
108603;10/11/2022;65985.42;45.000;13;THAIS ;10901673823;5013767;10/11/1955;divorciado;M;SP;JUNDIAI;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;73765408
104702;09/04/2020;102860.00;50.000;23;IRENE ;11844622734;2799638;11/09/1967;divorciado;M;BA;SALVADOR;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;73519825
132535;26/03/2024;61821.55;45.000;13;ANTONIO ;10801995330;1313343;03/01/1978;divorciado;M;PR;TOLEDO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;22529023
102824;13/11/2023;111874.09;50.000;29;DENILSON ;11190915541;9244995;29/05/1990;divorciado;F;BA;SALVADOR;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;51258327
184121;06/09/2020;36093.84;50.000;33;MARCELO ;11551127764;5069694;16/01/1958;solteiro;M;PE;SAO LOURENCO DA MATA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, S/, 0;59931378
143121;27/11/2020;127117.80;66.600;26;REGIANE ;11783786319;4435154;27/03/1951;casado;F;SP;SAO JOSE DOS CAMPOS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;35943326
140605;29/05/2020;24959.83;45.000;19;ANA ;11193832177;9715186;23/02/1979;divorciado;M;MG;UBERLANDIA;R RUA ANT NIO BORGES DE ARA JO BLOCO 1;36555830
113336;12/10/2020;134664.24;60.000;49;VANESSA ;11710321415;2942875;23/02/1950;solteiro;F;BA;SALVADOR;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;32827822
108121;28/01/2020;80705.00;45.000;36;DAYANE ;10558626326;5770415;21/06/1957;casado;M;MG;RIBEIRAO DAS NEVES;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;25709445
160226;02/02/2023;61006.90;76.600;36;ROBSON ;12005089884;8148840;02/09/1988;solteiro;M;SP;CAMPINAS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;66443589
168158;23/12/2020;66266.86;55.000;48;MARIA ;10054476021;5465976;30/04/1981;divorciado;M;SP;CAMPINAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;25279200
155935;30/09/2022;65040.00;45.000;17;ANA ;10726478171;5156046;26/06/1952;divorciado;M;GO;VALPARAISO DE GOIAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;88390304
184030;19/06/2023;105875.30;60.000;49;TONY ;11703600508;2484142;10/11/1994;divorciado;M;CE;FORTALEZA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;43297173
174159;26/12/2020;36796.23;50.000;9;CRISTIANE ;11348375910;1822411;07/12/1951;divorciado;F;SP;PINDAMONHANGABA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;66337166
114798;12/07/2020;83337.76;66.600;41;MARIANA ;10009528015;3499717;05/12/1978;divorciado;F;SP;JUNDIAI;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;53989086
116226;23/06/2022;55237.43;50.000;27;ROSIANE ;11288671277;3379778;21/03/1966;solteiro;F;GO;GOIATUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;73909760
161509;17/07/2022;54881.22;50.000;40;LIVIA ;12053202210;8231928;26/06/1958;solteiro;F;PA;CASTANHAL;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;57746237
144176;06/08/2020;71969.95;50.000;42;VINE ;10640189146;1230127;16/07/1971;solteiro;M;PR;SAO JOAO DO IVAI;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;67477308
185966;15/08/2023;60382.00;50.000;45;VIVIANE ;10703505062;7787783;27/10/1986;solteiro;M;GO;GOIANIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;41216572
138361;24/12/2023;58644.60;45.000;41;SHEILA ;10675706914;3303864;19/12/1982;solteiro;F;SP;SAO JOSE DOS CAMPOS;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;18984265
153528;24/04/2022;76206.00;45.000;13;GIVANILDO ;12036180400;1197386;29/01/1992;divorciado;F;MT;CUIABA;R CARLOS TASSO RODRIGUES DA CUNHA, 0;85627262
184080;01/03/2020;67498.38;45.000;12;MARCOS ;10422188312;5090378;07/11/1996;divorciado;M;SP;DRACENA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;87786922
108099;27/02/2021;82064.44;45.000;44;EDUERDESON ;10642256169;1054134;12/03/1967;solteiro;F;RJ;MESQUITA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;76693179
197748;21/11/2020;72061.86;45.000;16;MARIA ;12076871654;2205558;19/05/1978;solteiro;M;GO;GOIANIA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;11775225
123031;03/08/2023;115924.93;55.000;4;LUCIENE ;11011448951;3114197;09/02/1952;solteiro;M;SC;NAVEGANTES;R ANTONIO BORGES DE ARAUJO SN BLOCO 0;40846427
112038;16/07/2021;131000.00;66.600;44;JESSIKA ;10976751615;7465039;13/09/1975;solteiro;M;SP;SANTO ANDRE;R RUA CARLOS TASSO RODRIGUES DA CUNHA, S/, 0;58377823
112290;06/05/2021;57199.09;45.000;48;DANIEL ;10208949219;2185154;05/10/1958;vi£vo;F;SC;CHAPECO;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;43094670
156545;26/06/2021;95393.75;45.000;47;ISRAEL ;10188879532;9762866;11/04/1997;solteiro;M;RS;ALVORADA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;35489007
135609;28/10/2023;53749.00;50.000;44;JOELCA ;10782787091;4921998;28/03/1961;divorciado;M;MG;CARMO DO RIO CLARO;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;44270021
187571;07/09/2020;80193.87;66.600;1;EDVARD ;10378105733;2037819;29/01/1987;divorciado;M;RJ;BELFORD ROXO;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;67332524
182765;01/07/2022;70382.00;50.000;12;ADRIANA ;10044455371;1944210;08/01/1993;divorciado;F;SP;TAUBATE;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;75099124
151083;23/04/2022;72000.00;50.000;33;ROSEMARY ;11238890497;8963966;16/11/1955;solteiro;F;SE;BARRA DOS COQUEIROS;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;14974714
194839;20/07/2020;79311.56;45.000;5;GABRIELA ;10725833544;5964482;31/03/1975;solteiro;F;RS;PORTO ALEGRE;R RUA CARLOS TASSO RODRIGUES CUNHA, 0;42665413
125052;23/12/2020;23194.83;50.000;30;GILBERTO ;10531079021;3016149;11/11/1959;solteiro;M;PI;PARNAIBA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;87402305
115164;08/01/2023;54136.94;50.000;48;CLERIO ;10159003846;9334235;16/08/1996;casado;F;MA;PACO DO LUMIAR;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;66125851
165984;26/01/2021;99313.24;60.000;48;LUIZ ;10318434052;8409981;23/12/1975;divorciado;F;MA;SAO LUIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;12533652
187187;31/03/2021;62170.43;45.000;47;KARLA ;11447945662;1056989;25/04/1983;divorciado;M;MG;VARGINHA;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;47952775
146360;09/01/2020;25000.00;50.000;3;ELOISA ;10953390764;8473194;11/11/1969;divorciado;F;RO;ARIQUEMES;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;43427104
197910;18/06/2023;67204.20;45.000;4;FABIANA ;11395030470;8583248;11/03/1972;divorciado;M;SP;MOGI DAS CRUZES;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;43357145
151643;06/04/2024;66903.00;45.000;14;JERRY ;10782770779;6524691;06/11/1979;divorciado;F;MS;DOURADOS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;90104131
199705;26/04/2021;79036.31;45.000;12;CLEUDES ;10271897356;9329384;08/09/1975;divorciado;M;PR;ARAUCARIA;R CARLOS TASSO RODRIGUES DA CUNHA S/N BLO, 0;72976063
165454;04/11/2020;55161.33;45.000;29;CLEBER ;11963248441;5316228;11/03/1988;solteiro;F;RS;SAPUCAIA DO SUL;R RUA CARLOS TASSO RODRIGUES DA CUNHA BLO, 0;12201092
144953;10/05/2024;83799.67;45.000;12;GISLAYNE ;11784009853;1588697;16/09/1963;casado;M;RN;PARNAMIRIM;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;80320071
110138;18/06/2023;69136.00;45.000;2;ALESSANDRO ;11002873292;2034650;12/02/1951;divorciado;F;GO;AGUAS LINDAS DE GOIAS;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;98279438
106078;16/05/2022;94050.00;55.000;5;RUTH ;10599815358;1926311;31/12/1965;divorciado;M;BA;LAURO DE FREITAS;R CARLOS TASSO RODRIGUES DA CUNHA S/N BLO, 0;42324416
156772;09/12/2023;69141.94;45.000;9;ROBSON ;12031853091;6176421;01/12/1990;divorciado;M;MG;ARAXA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;20358560
193387;01/06/2024;66275.00;50.000;23;KARLA ;11288565891;6465733;15/12/1980;divorciado;M;RN;SAO GONCALO DO AMARANTE;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;92900318
176163;04/04/2020;70291.70;45.000;12;RAFAEL ;10585255009;8402023;19/06/1984;divorciado;M;AL;SATUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;90154349
171929;01/02/2023;88725.23;45.000;0;WANGRETT ;11647128708;2781742;08/11/1982;casado;F;ES;CACHOEIRO DE ITAPEMIRIM;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;41812783
152125;11/04/2021;42740.48;50.000;35;CAROLINA ;11159418768;4964399;19/09/1982;solteiro;M;SP;RIBEIRAO PRETO;R RUA ANTONIO BORGES DE ARAUJO, 0;45409817
159843;04/08/2023;47000.00;45.000;49;IZABEL ;10843647731;5219469;25/12/1989;divorciado;M;MT;RONDONOPOLIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;44960811
178180;01/02/2020;62855.00;45.000;38;LEANDRO ;10374032133;5151083;01/11/1989;casado;M;MG;ALFENAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;19211421
123773;16/06/2022;59669.18;45.000;48;JOSE ;10400224082;2273724;17/09/1966;solteiro;M;PR;ARARUNA;R OLANDA DERENUSSON SILVEIRA S/N BLOCO, 0;74724961
127810;30/05/2024;62748.00;50.000;40;CARLA ;10428455715;3741208;31/03/1992;divorciado;F;RJ;MACAE;R RUA CARLOS TASSO RODRIGUES DA CUNHA, S/, 0;98798959
188727;15/02/2022;39000.00;50.000;27;LUIZ ;11723102808;7179873;27/11/1983;divorciado;F;MG;LAGOA DA PRATA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;83676909
120251;01/07/2022;54166.62;45.000;8;GRASIELE ;11933794072;3704638;28/04/1970;solteiro;M;SP;SAO CARLOS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;34639157
118433;24/03/2024;84980.00;45.000;1;ROBERTO ;11420162453;2515529;18/04/1969;divorciado;M;SC;ARARANGUA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;40735433
125394;20/06/2022;69581.00;50.000;24;VANESSA ;10854400994;7758496;09/05/1988;divorciado;F;RS;SANTO ANGELO;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;18602559
150655;23/12/2021;86102.85;45.000;12;EDNA ;10088982800;7969016;14/01/1996;divorciado;M;DF;BRASILIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;11655773
144493;19/10/2021;67037.72;50.000;6;AILTON ;11682878989;1800467;03/11/1973;solteiro;M;MT;JACIARA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;50587484
166412;07/06/2023;59793.00;45.000;7;SILVIA ;11111204805;6384996;05/03/1991;divorciado;F;AL;MACEIO;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;99895809
199257;13/02/2023;62720.56;50.000;29;PAULO ;10793847185;5819574;20/09/1973;divorciado;M;GO;AGUAS LINDAS DE GOIAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;17912488
119760;19/06/2020;40772.36;50.000;44;CRISTIANA ;11803191230;7469753;23/12/1979;divorciado;M;SP;FERRAZ DE VASCONCELOS;R RUA ANTONIO BORGES DE ARAUJO, 0;34297664
179778;17/09/2020;24803.71;45.000;20;DANIEL ;11004297571;4449380;04/10/1992;divorciado;M;PR;BELA VISTA DO PARAISO;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;69428459
106797;15/01/2020;52040.00;50.000;8;FLAVIA ;11149186703;5841864;18/04/1989;divorciado;M;PE;PETROLINA;R RUA ANTONIO BORGES DE ARAUJO S/N BLOCO, 0;83628768
135450;05/07/2022;71600.00;45.000;30;DANIEL ;12071929366;5921550;29/05/1965;divorciado;F;SP;BOTUCATU;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;25416604
134949;19/07/2023;74320.53;45.000;0;LUCIVAL ;10530740197;2675966;13/08/1989;solteiro;M;MG;RIBEIRAO DAS NEVES;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;35746514
177949;05/03/2022;73746.22;45.000;18;ALTAIR ;10399577495;6043098;18/03/1958;casado;M;RS;SAPUCAIA DO SUL;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;22622144
141044;13/06/2020;86789.59;45.000;21;DELSIANI ;11314746041;3414607;11/12/1974;divorciado;F;RJ;NITEROI;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;92623771
166055;02/11/2022;75868.42;45.000;12;RODOLFO ;10670075646;5606444;03/10/1998;solteiro;M;SP;GUARULHOS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;19364725
121768;16/11/2023;81773.66;66.600;2;MATHILDE ;11605409338;1729976;21/09/1981;divorciado;M;SP;COTIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, SN, 0;21998022
169304;22/05/2023;48264.00;50.000;2;DAVID ;10539977047;3685010;07/12/1980;divorciado;F;MG;NOVA SERRANA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;44947082
109758;30/04/2020;85785.16;45.000;12;MARCELO ;11228121654;5255527;13/08/1956;divorciado;M;RS;ALVORADA;R OLANDA DERENUSSON SILVEIRA SN BLOCO 0;92355741
146877;31/08/2023;91497.86;66.600;16;DOUGLAS ;10315837752;6498566;21/04/1998;divorciado;F;PA;MARITUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;64716033
105164;13/12/2020;119247.65;55.000;16;EDUARDO ;11607650004;2148975;21/03/1998;divorciado;M;SP;SAO PAULO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;31082221
145283;22/04/2021;49516.15;45.000;42;SILVINA ;11263480887;1434597;14/10/1950;solteiro;M;RS;SANTA BARBARA DO SUL;R RUA ANTONIO BORGES DE ARAUJO SN BLOCO 0;36397861
127974;13/04/2024;69532.00;45.000;4;LUCAS ;12039670370;3098714;26/07/1988;solteiro;M;MG;DIVINOPOLIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;88087363
108009;23/08/2020;49140.00;45.000;12;LUANA ;10771618962;5530275;29/09/1957;divorciado;M;RS;ALVORADA;R RUA ANTONIO BORGES DE ARAUJO SN BLOCO 0;79365082
137429;16/08/2023;73506.86;45.000;6;BEATRIZ ;11255404273;9545694;12/05/1991;solteiro;M;GO;APARECIDA DE GOIANIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;44248701
119207;19/11/2021;24803.71;50.000;49;EDIMILSON ;10487075409;3229734;31/10/1962;solteiro;F;PR;BELA VISTA DO PARAISO;R RUA  OLANDA DERENUSSON SILVEIRA SN BLOC, 0;62444963
